Scarabs	Karnivool	RATED (mk4) 0734 <84> <= [80,69]
Maras	Ilydaen	RATED (mk4) 0734 <84> <= [80,69]
Hardwired	Metallica	RATED (mk4) 0734 <84> <= [80,69]
The Evil Has Landed	Queens of the Stone Age	RATED (mk4) 0734 <84> <= [80,69]
Destroyer	Kevin Morby	RATED (mk4) 0734 <84> <= [80,69]
Zero Tolerance (Demo)	Death	RATED (mk4) 0732 <84> <= [60,82]
Emerald Rush	Jon Hopkins	RATED (mk4) 0730 <84> <= [79,69]
.3	Porcupine Tree	RATED (mk4) 0730 <84> <= [73]
Part Eleven	Paul Kalkbrenner	RATED (mk4) 0730 <84> <= [73]
Follow Me	Deine Lakaien	RATED (mk4) 0730 <84> <= [73]
Can't Keep	Eddie Vedder	RATED (mk4) 0730 <84> <= [73]
Feathers	A Perfect Circle	RATED (mk4) 0730 <84> <= [70,75]
I Want Love	Simo	RATED (mk4) 0730 <84> <= [40,85,87]
The Stall	Warpaint	RATED (mk4) 0728 <83> <= [80,68]
Long live independence	Crippled Black Phoenix	RATED (mk4) 0726 <83> <= [80,81,62]
Winning a Losing Battle	Crippled Black Phoenix	RATED (mk4) 0726 <83> <= [60,81]
Rebirthmark	Vennart	RATED (mk4) 0726 <83> <= [60,81]
Morningstar	Baroness	RATED (mk4) 0726 <83> <= [60,81]
Bathyalpelagic III: Disequillibrated (Instrumental)	The Ocean	RATED (mk4) 0726 <83> <= [60,81]
Kosmos (Grooves of Triumph)	Amplifier	RATED (mk4) 0722 <83> <= [80,67]
Cataracts	Thrice	RATED (mk4) 0722 <83> <= [80,67]
Seatbelt Hands (Instrumental)	Listener	RATED (mk4) 0720 <82> <= [72]
Mannish Boy	Muddy Waters	RATED (mk4) 0720 <82> <= [72]
God & Satan (Live At Wembley)	Biffy Clyro	RATED (mk4) 0720 <82> <= [72]
Glass Arm Shattering (Album Version)	Porcupine Tree	RATED (mk4) 0720 <82> <= [72]
Fast Slow Disco	St. Vincent	RATED (mk4) 0720 <82> <= [72]
Breaking the Broken	Sparta	RATED (mk4) 0720 <82> <= [72]
Alone-Together	John Wesley	RATED (mk4) 0720 <82> <= [72]
The Wreckers	Rush	RATED (mk4) 0720 <82> <= [60,80]
Who's Got a Match? (Live At Wembley)	Biffy Clyro	RATED (mk4) 0718 <82> <= [76,69]
Lannoy Point	Ride	RATED (mk4) 0716 <82> <= [80,66]
Can't Let Go	Anathema	RATED (mk4) 0714 <82> <= [80,59,74]
Leave This Island	Maxïmo Park	RATED (mk4) 0714 <82> <= [60,79]
Under the Pillow	Riverside	RATED (mk4) 0710 <81> <= [80,65]
Collapse the Light Into Earth	Porcupine Tree	RATED (mk4) 0710 <81> <= [71]
Cler Achel (War Child)	Tinariwen	RATED (mk4) 0710 <81> <= [71]
Chrysalism	And So I Watch You From Afar	RATED (mk4) 0710 <81> <= [71]
End Moraine	Sparta	RATED (mk4) 0706 <81> <= [82,63]
Angel In Disguise	Minus	RATED (mk4) 0706 <81> <= [73,69]
Detonation	Steven Wilson	RATED (mk4) 0704 <80> <= [80,64]
Magazine	Editors	RATED (mk4) 0702 <80> <= [63,75]
Prisms	65daysofstatic	RATED (mk4) 0702 <80> <= [60,77]
It's Natural To Be Afraid	Explosions in the Sky	RATED (mk4) 0702 <80> <= [60,77]
That Golden Rule (Live At Wembley)	Biffy Clyro	RATED (mk4) 0700 <80> <= [70]
Syncope	Sparta	RATED (mk4) 0700 <80> <= [70]
Prodigal	Porcupine Tree	RATED (mk4) 0700 <80> <= [70]
Love's Not A Competition (But I'm Winning)	Kaiser Chiefs	RATED (mk4) 0700 <80> <= [70]
The Creator Has a Mastertape	Porcupine Tree	RATED (mk4) 0700 <80> <= [70]
Wizard Motor	Mogwai	RATED (mk4) 0698 <80> <= [80,63]
Catastrophe And The Cure	Explosions in the Sky	RATED (mk4) 0696 <79> <= [60,76]
What Is Your Landmass?	Dianogah	RATED (mk4) 0690 <79> <= [69]
Two Trains	Yo La Tengo	RATED (mk4) 0690 <79> <= [69]
Hail To The Freaks	Beatsteaks	RATED (mk4) 0690 <79> <= [69]
Fractured	Lunatic Soul	RATED (mk4) 0690 <79> <= [69]
Electric Guitar	Tocotronic	RATED (mk4) 0690 <79> <= [69]
Born on a Different Cloud	Oasis	RATED (mk4) 0690 <79> <= [69]
Bees	Warpaint	RATED (mk4) 0690 <79> <= [69]
Autumn Sweater	Yo La Tengo	RATED (mk4) 0690 <79> <= [69]
All the Way Down / Prologue Chapter 1 (Live At Wembley)	Biffy Clyro	RATED (mk4) 0690 <79> <= [69]
The Mercy Seat [Acoustic Version]	Nick Cave & The Bad Seeds	RATED (mk4) 0690 <79> <= [63,73]
Saturday Come Slow	Massive Attack	RATED (mk4) 0690 <79> <= [60,75]
Relative Hysteria	Mogwai	RATED (mk4) 0690 <79> <= [60,75]
The Wasteland - ego sto solus -	...And You Will Know Us By The Trail Of Dead	RATED (mk4) 0689 <78> <= [60,76,70]
Fast Worms	Intronaut	RATED (mk4) 0686 <78> <= [80,61]
Cirkus (Live in Chicago 28 June 2017)	King Crimson	RATED (mk4) 0686 <78> <= [80,61]
We Can Work It Out	The Beatles	RATED (mk4) 0680 <77> <= [68]
Shimmy	System of a Down	RATED (mk4) 0680 <77> <= [68]
On the Verge	Long Distance Calling	RATED (mk4) 0680 <77> <= [68]
Guns of Memorial Park	Sparta	RATED (mk4) 0680 <77> <= [68]
Easy Money (Live in Chicago 28 June 2017)	King Crimson	RATED (mk4) 0680 <77> <= [68]
Bongo Bong	Manu Chao	RATED (mk4) 0680 <77> <= [68]
Precious Stones	Mastodon	RATED (mk4) 0678 <77> <= [60,73]
Monday	Blaudzun	RATED (mk4) 0678 <77> <= [60,73]
Helpless (Live at Rasputin Music, Berkeley, CA - April 16th, 2016)	Metallica	RATED (mk4) 0674 <76> <= [80,59]
Black Dust	O.R.k.	RATED (mk4) 0674 <76> <= [80,59]
Mystery Train (Concert Version) [Feat. Paul Butterfield]	The Band	RATED (mk4) 0672 <76> <= [60,72]
L'estasi dell'oro (From "Il buono, il brutto e il cattivo")	Ennio Morricone	RATED (mk4) 0672 <76> <= [60,72]
Will-O-the-Wisp (feat. Crippled Black Phoenix)	Crippled Black Phoenix	RATED (mk4) 0670 <76> <= [67]
War Pigs (live at last)	Black Sabbath	RATED (mk4) 0670 <76> <= [67]
Awake	Godsmack	RATED (mk4) 0670 <76> <= [67]
Morning Bell	Radiohead	RATED (mk4) 0667 <76> <= [40,84,73]
Intro (I'm Falling Down)	Daniel Spaleniak	RATED (mk4) 0666 <75> <= [60,71]
The Doomsday Book	...And You Will Know Us By The Trail Of Dead	RATED (mk4) 0666 <75> <= [60,71]
All Your Life	Blur	RATED (mk4) 0666 <75> <= [60,71]
The Refusal	Karnivool	RATED (mk4) 0663 <75> <= [60,70,68]
Persephone	Opeth	RATED (mk4) 0660 <75> <= [66]
Sacrifice	Dälek	RATED (mk4) 0660 <75> <= [60,70]
Nub City	Right Hand Left Hand	RATED (mk4) 0660 <75> <= [60,70]
High Lonesome	Caspian	RATED (mk4) 0660 <75> <= [60,70]
Hypersleep	65daysofstatic	RATED (mk4) 0658 <74> <= [40,83]
Persephone (Slight Return)	Opeth	RATED (mk4) 0657 <74> <= [80,60,60]
Taumbu	Dawan Muhammad	RATED (mk4) 0654 <74> <= [60,69]
Cold And Ugly [Live]	Tool	RATED (mk4) 0654 <74> <= [60,69]
Ancient Kingdom	Mastodon	RATED (mk4) 0654 <74> <= [60,69]
The Alchemist	Black Light Burns	RATED (mk4) 0654 <74> <= [60,69]
My Enemies I Fear Not But, Protect Me From My Friends	Crippled Black Phoenix	RATED (mk4) 0650 <73> <= [65]
La Cerca	Sparta	RATED (mk4) 0650 <73> <= [65]
Impermanence	Ride	RATED (mk4) 0650 <73> <= [65]
Ich würd's dir sagen	Tocotronic	RATED (mk4) 0650 <73> <= [65]
Descent of the Night Bison	RLYR	RATED (mk4) 0650 <73> <= [65]
R U Still In 2 It?	Mogwai	RATED (mk4) 0648 <73> <= [60,68]
Hope Unfolds	Aswekeepsearching	RATED (mk4) 0647 <73> <= [63,66,65]
All That I Want	Rival Sons	RATED (mk4) 0642 <72> <= [60,67]
Akiko	Caspian	RATED (mk4) 0642 <72> <= [60,67]
Heir to the Continent	Aelita Red	RATED (mk4) 0640 <72> <= [64]
Bury Me In Smoke  (LP Version)	Down	RATED (mk4) 0640 <72> <= [64]
Color Code	Palm	RATED (mk4) 0636 <71> <= [60,66]
Lips of Ashes	Porcupine Tree	RATED (mk4) 0630 <70> <= [63]
Born On A Horse	Biffy Clyro	RATED (mk4) 0630 <70> <= [63]
Taipei	65daysofstatic	RATED (mk4) 0626 <70> <= [80,51]
Baroness	Wolfmother	RATED (mk4) 0626 <70> <= [60,69,60]
Disillusioned	A Perfect Circle	RATED (mk4) 0626 <70> <= [48,63,72]
Leaves	Nicolas Jaar	RATED (mk4) 0620 <69> <= [80,50]
Travel by Bloodline	Sparta	RATED (mk4) 0620 <69> <= [62]
Rain Street	The Pogues	RATED (mk4) 0620 <69> <= [62]
Memoirs of an Imaginary Friend	Soup	RATED (mk4) 0620 <69> <= [62]
Hiss the Villain	Sparta	RATED (mk4) 0620 <69> <= [62]
Ezmerelda Steals the Show	Jack White	RATED (mk4) 0620 <69> <= [62]
Black Spider 2	Mogwai	RATED (mk4) 0620 <69> <= [62]
Basement	Puddle of Mudd	RATED (mk4) 0620 <69> <= [62]
Whateva Will Be	A Tribe Called Quest	RATED (mk4) 0619 <69> <= [60,62,63]
Under Will (Bonus Track)	Marriages	RATED (mk4) 0618 <69> <= [60,63]
Elysian Gold	Amplifier	RATED (mk4) 0618 <69> <= [60,63]
Ice Station Zebra	Jack White	RATED (mk4) 0614 <68> <= [56,65]
An Deireadh Sceal	Clann Zu	RATED (mk4) 0612 <68> <= [60,62]
Nothing	Editors	RATED (mk4) 0610 <67> <= [61]
Interlude (Live in Chicago 28 June 2017)	King Crimson	RATED (mk4) 0610 <67> <= [61]
CHEETA1b ms800	Aphex Twin	RATED (mk4) 0608 <67> <= [80,48]
Few Understand	Dälek	RATED (mk4) 0606 <67> <= [60,61]
Door to Door Cannibals	Chevelle	RATED (mk4) 0606 <67> <= [60,61]
(Didn't What You Want) Happen	Palm	RATED (mk4) 0606 <67> <= [60,61]
Time and a Half	Mogwai	RATED (mk4) 0600 <66> <= [60]
Novacaine	10 Years	RATED (mk4) 0600 <66> <= [60]
The Heat is On	Gloria Gaynor	RATED (mk4) 0600 <66> <= [60]
Cyanide	Metallica	RATED (mk4) 0600 <66> <= [60]
Always Ascending	Franz Ferdinand	RATED (mk4) 0600 <66> <= [60]
Unleash The Sands Of All Time	Lost Alone	RATED (mk4) 0590 <64> <= [59]
piano un10 it happened	Aphex Twin	RATED (mk4) 0590 <64> <= [59]
From the Black Soil Poetry and Song Sprang	Trevor de Brauw	RATED (mk4) 0590 <64> <= [59]
Lost Somebody	A Tribe Called Quest	RATED (mk4) 0588 <64> <= [60,58]
Lords of Summer	Metallica	RATED (mk4) 0588 <64> <= [60,58]
Everyday Is Like Sunday	Morrissey	RATED (mk4) 0588 <64> <= [60,58]
Paralyzing Kings	10 Years	RATED (mk4) 0587 <64> <= [40,62,69]
The Four Horsemen (Live at Rasputin Music, Berkeley, CA - April 16th, 2016)	Metallica	RATED (mk4) 0586 <64> <= [60,32,78,63]
Separation No. 2	Caspian	RATED (mk4) 0586 <64> <= [40,71]
I Don't Know Anything	Mad Season	RATED (mk4) 0580 <63> <= [60,68,50]
Symbolic Acts (Demo)	Death	RATED (mk4) 0580 <63> <= [58]
Rise of the Giant	Legend Of The Seagullmen	RATED (mk4) 0580 <63> <= [58]
Resolve	Beth Gibbons & Rustin Man	RATED (mk4) 0580 <63> <= [58]
Don't Waste Time	Simo	RATED (mk4) 0580 <63> <= [58]
Crystal Mountain	Death	RATED (mk4) 0580 <63> <= [58]
Born To Be A Dancer	Kaiser Chiefs	RATED (mk4) 0580 <63> <= [58]
Invisible Worlds	Black Map	RATED (mk4) 0578 <63> <= [62,55]
Cracks in the Mirror	A Mote Of Dust	RATED (mk4) 0576 <62> <= [60,56]
Glass Eyes	Radiohead	RATED (mk4) 0574 <62> <= [40,69]
Double Dare	Bauhaus	RATED (mk4) 0574 <62> <= [40,69]
What Are They Doing In Heaven Today?	Mogwai	RATED (mk4) 0570 <61> <= [60,55]
No French Quarter	Anywhere	RATED (mk4) 0570 <61> <= [57]
Kuolema Tekee Taiteilijan	Nightwish	RATED (mk4) 0568 <61> <= [64,52]
Indie Rock And Roll	The Killers	RATED (mk4) 0560 <60> <= [56]
Death in the Family	Sparta	RATED (mk4) 0560 <60> <= [56]
I Will	Radiohead	RATED (mk4) 0559 <60> <= [40,67,59]
Water	Kevin Morby	RATED (mk4) 0556 <59> <= [40,66]
Illumine	Karnivool	RATED (mk4) 0552 <59> <= [60,52]
Equal Night	Caspian	RATED (mk4) 0552 <59> <= [60,52]
Nightclubbing	Iggy Pop	RATED (mk4) 0550 <58> <= [40,65]
TNT	Tortoise	RATED (mk4) 0544 <57> <= [40,64]
Mantra	Tool	RATED (mk4) 0540 <57> <= [60,50]
Little Things	Baroness	RATED (mk4) 0534 <56> <= [40,69,52]
Breathe	The Pineapple Thief	RATED (mk4) 0532 <56> <= [40,62]
Over and Over and Over	Jack White	RATED (mk4) 0530 <55> <= [53]
DLB	A Perfect Circle	RATED (mk4) 0524 <54> <= [44,58]
Soir De Fete	Yann Tiersen	RATED (mk4) 0520 <54> <= [52]
diskhat1	Aphex Twin	RATED (mk4) 0520 <54> <= [52]
Oceans Have No Memory	Porcupine Tree	RATED (mk4) 0514 <53> <= [40,59]
Ocean of Night	Editors	RATED (mk4) 0514 <53> <= [40,59]
This Is A Call	Foo Fighters	RATED (mk4) 0508 <52> <= [40,58]
Aeternum Vale	Caspian	RATED (mk4) 0508 <52> <= [40,58]
Boogie With Stu	Led Zeppelin	RATED (mk4) 0502 <51> <= [40,57]
The Power Game	Anne Clark	RATED (mk4) 0500 <51> <= [50]
Great Expectations	Porcupine Tree	RATED (mk4) 0500 <51> <= [50]
Darkness at the Door	Editors	RATED (mk4) 0490 <49> <= [49]
Amoeba	Adolescents	RATED (mk4) 0490 <49> <= [40,55]
The Donald	A Tribe Called Quest	RATED (mk4) 0480 <47> <= [48]
New Horizons (feat. Isgaard)	Single Celled Organism	RATED (mk4) 0477 <47> <= [80,51,24]
Tv-Show	Single Celled Organism	RATED (mk4) 0472 <46> <= [40,52]
I Only Lie When I Love You	Royal Blood	RATED (mk4) 0470 <46> <= [47]
Movin Backwards	A Tribe Called Quest	RATED (mk4) 0466 <45> <= [40,51]
A Sudden Intake of Breath	Clann Zu	RATED (mk4) 0460 <44> <= [40,50]
29 #Strafford APTS	Bon Iver	RATED (mk4) 0448 <42> <= [40,48]
Truth Ray	Thom Yorke	RATED (mk4) 0440 <41> <= [44]
Forced Hand	Palm	RATED (mk4) 0440 <41> <= [44]
Rivers of Ice (feat. Catherine A.D.)	The Anchoress	RATED (mk4) 0432 <40> <= [60,32]
Territorial Pissings (Boombox Rehearsals)	Nirvana	RATED (mk4) 0428 <39> <= [20,58]
History Lesson	Nicolas Jaar	RATED (mk4) 0408 <36> <= [60,28]
I'm Above	Mad Season	RATED (mk4) 0400 <35> <= [40]
So Long, Lonesome	Explosions in the Sky	RATED (mk4) 0394 <34> <= [40,39]
Telepaths & Pyramids	Junius	RATED (mk4) 0390 <34> <= [39]
10 d E A T h b R E a s T ⚄ ⚄	Bon Iver	RATED (mk4) 0388 <33> <= [40,38]
Beautiful Sister	Motorpsycho	RATED (mk4) 0362 <29> <= [20,47]
Everlast (feat. Ndidi O)	Robin Foster	RATED (mk4) 0340 <26> <= [40,30]
My Lost Lenore	Tristania	RATED (mk4) 0330 <25> <= [33]
Glasgarten	Goethes Erben	RATED (mk4) 0310 <22> <= [31]
Untitled	Radiohead	RATED (mk4) 0296 <21> <= [40,32,21]
[Drill Sergeant]	Muse	RATED (mk4) 0280 <19> <= [40,20]
There's No Such Thing As a Jaggy Snake (Live At Wembley)	Biffy Clyro	RATED (mk4) 0280 <19> <= [28]
32.63N 117.14W	Anathema	RATED (mk4) 0120 <4> <= [12]
